CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
7718,Female,27,13,4385.37,679578.93,Annually,Credit Card,No,Yes,Yes,Yes,Yes,No,Yes,No
7719,Female,28,40,8699.54,194989.3,Quarterly,Bank Transfer,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes
7720,Female,48,61,9879.34,326857.93,Monthly,Cash,No,No,No,No,No,Yes,Yes,Yes
7721,Female,29,44,8061.33,91089.63,Monthly,Cheque,No,Yes,No,Yes,No,Yes,No,Yes
7722,Female,77,62,5688.24,753242.35,Quarterly,Credit Card,DSL,Yes,Yes,No,No,Yes,No,No
7723,Male,48,44,3687.11,235805.08,Quarterly,Credit Card,DSL,Yes,No,Yes,No,Yes,No,Yes
7724,Male,31,48,1667.96,480847.71,Monthly,Bank Transfer,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
7725,Male,68,59,6025.09,130253.82,Semi Annually,Credit Card,Fiber optic,No,Yes,No,Yes,No,No,Yes
7726,Male,61,57,8691.27,644209.36,Quarterly,Digital Wallet,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes
7727,Male,49,11,6669.27,157212.29,Monthly,Cheque,No,No,No,No,No,No,Yes,Yes
7728,Female,67,25,8713.49,649413.67,Quarterly,Digital Wallet,Fiber optic,Yes,No,No,No,Yes,Yes,Yes
7729,Male,70,61,4155.59,327392.41,Monthly,Digital Wallet,Fiber optic,No,Yes,No,Yes,No,No,No
7730,Male,34,46,988.19,466428.04,Annually,Cheque,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes
7731,Female,52,54,9298.96,223069.94,Quarterly,Credit Card,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes
7732,Female,18,34,2792.74,707393.4,Quarterly,Credit Card,DSL,Yes,Yes,No,Yes,Yes,Yes,No
7733,Male,46,7,7472.16,610296.07,Semi Annually,Digital Wallet,No,Yes,No,No,No,No,No,No
7734,Female,68,62,9690.65,289876.43,Semi Annually,Cheque,No,No,Yes,No,No,Yes,No,No
7735,Female,78,57,1841.5,472437.59,Semi Annually,Cash,Fiber optic,No,Yes,No,Yes,No,No,No
7736,Female,21,5,7262.24,111900.88,Semi Annually,Cheque,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
7737,Female,40,35,8334.62,136773.11,Quarterly,Digital Wallet,DSL,Yes,No,Yes,Yes,Yes,Yes,No
7738,Male,45,37,9009.06,431605.32,Quarterly,Cheque,No,No,Yes,Yes,Yes,No,Yes,Yes
7739,Female,33,60,1942.47,516073.03,Semi Annually,Cheque,DSL,No,No,No,Yes,No,No,Yes
7740,Male,29,65,9936.37,450371.05,Semi Annually,Cash,Fiber optic,Yes,Yes,No,No,No,No,Yes
7741,Male,70,16,1310.95,451932.32,Quarterly,Bank Transfer,Fiber optic,No,Yes,Yes,No,No,No,No
7742,Female,38,30,6331.08,596409.21,Annually,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,Yes,No,No
7743,Female,62,42,5432.27,722901.91,Monthly,Cash,No,Yes,No,Yes,Yes,No,No,Yes
7744,Female,34,61,2816.84,316202.06,Semi Annually,Cheque,No,No,No,Yes,Yes,No,No,No
7745,Male,57,48,3762.78,434177.3,Monthly,Digital Wallet,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
7746,Female,30,62,2140.34,715488.95,Annually,Cash,No,Yes,Yes,Yes,Yes,No,Yes,No
7747,Female,69,64,5223.57,376780.14,Annually,Bank Transfer,Fiber optic,Yes,Yes,Yes,No,No,No,Yes
7748,Female,75,57,619.03,361667.68,Annually,Bank Transfer,No,No,Yes,Yes,No,Yes,Yes,Yes
7749,Female,49,68,10689.2,615546.42,Quarterly,Cash,No,Yes,No,Yes,Yes,No,Yes,No
7750,Female,54,46,2129.15,703067.89,Monthly,Cheque,Fiber optic,Yes,No,No,Yes,No,Yes,No
7751,Male,67,28,10655.01,592761.08,Annually,Credit Card,No,No,Yes,Yes,Yes,No,No,No
7752,Female,32,3,10390.21,89098.27,Semi Annually,Digital Wallet,Fiber optic,Yes,No,No,No,Yes,No,No
7753,Female,29,37,5529.79,377169.08,Annually,Credit Card,DSL,Yes,No,Yes,No,Yes,No,Yes
7754,Female,78,48,6073.16,177456.0,Semi Annually,Digital Wallet,No,No,Yes,Yes,No,No,No,Yes
7755,Male,66,19,3762.58,260704.84,Semi Annually,Credit Card,DSL,Yes,No,Yes,No,Yes,Yes,Yes
7756,Female,74,17,11963.12,380315.98,Annually,Credit Card,Fiber optic,Yes,No,No,No,Yes,No,Yes
7757,Male,32,40,8115.11,185007.65,Semi Annually,Digital Wallet,Fiber optic,Yes,No,Yes,No,No,Yes,Yes
7758,Male,51,50,11431.34,417587.6,Semi Annually,Digital Wallet,No,Yes,Yes,No,No,No,No,Yes
7759,Female,23,29,5094.6,518187.95,Quarterly,Bank Transfer,No,Yes,Yes,Yes,No,Yes,Yes,No
7760,Female,34,51,10619.6,701169.68,Monthly,Cheque,No,No,No,Yes,No,No,No,Yes
7761,Female,65,42,5489.17,177053.89,Quarterly,Cheque,Fiber optic,Yes,Yes,No,Yes,No,Yes,No
7762,Male,66,29,10428.58,255346.37,Quarterly,Bank Transfer,No,Yes,No,Yes,No,No,No,No
7763,Male,74,66,1744.93,330582.38,Quarterly,Credit Card,DSL,No,No,No,No,Yes,Yes,Yes
7764,Male,37,17,7714.88,187391.95,Monthly,Digital Wallet,No,No,No,Yes,Yes,No,No,Yes
7765,Male,26,31,8208.7,272311.66,Monthly,Cash,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
7766,Male,76,52,7942.81,707846.91,Annually,Credit Card,DSL,Yes,No,Yes,Yes,No,Yes,No
7767,Male,22,39,5474.93,119537.29,Quarterly,Cheque,DSL,No,No,Yes,No,Yes,Yes,Yes
7768,Female,40,60,8270.21,360560.6,Monthly,Digital Wallet,No,Yes,Yes,No,No,Yes,No,No
7769,Female,50,51,3025.66,255663.91,Annually,Bank Transfer,Fiber optic,No,No,No,No,Yes,No,No
7770,Male,55,16,7231.01,70960.13,Quarterly,Credit Card,Fiber optic,No,Yes,No,No,No,Yes,Yes
7771,Female,73,14,6739.97,85939.01,Quarterly,Cash,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7772,Female,31,42,3956.41,630055.13,Semi Annually,Credit Card,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
7773,Male,34,51,9390.59,683343.09,Monthly,Bank Transfer,No,No,Yes,No,Yes,Yes,No,Yes
7774,Male,74,24,1154.29,595712.0,Semi Annually,Cash,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
7775,Female,36,43,2222.99,435990.95,Quarterly,Credit Card,DSL,No,Yes,Yes,No,No,Yes,Yes
7776,Male,50,19,5759.57,620400.98,Quarterly,Bank Transfer,No,Yes,No,Yes,No,Yes,No,No
7777,Male,18,61,10722.49,130092.45,Quarterly,Credit Card,Fiber optic,No,Yes,No,Yes,No,No,No
7778,Female,30,63,6986.88,626359.26,Annually,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
7779,Male,63,26,10136.39,344545.42,Semi Annually,Credit Card,No,No,Yes,Yes,No,Yes,No,Yes
7780,Female,44,35,6307.32,602749.27,Semi Annually,Bank Transfer,DSL,Yes,No,Yes,Yes,No,Yes,Yes
7781,Female,23,67,9468.38,189922.02,Quarterly,Cheque,Fiber optic,No,No,No,No,No,No,Yes
7782,Female,76,56,4044.41,667709.3,Semi Annually,Bank Transfer,No,Yes,Yes,No,Yes,Yes,No,Yes
7783,Female,23,40,9818.68,458812.07,Quarterly,Credit Card,DSL,Yes,Yes,Yes,Yes,No,Yes,No
7784,Female,50,29,4939.9,15796.63,Quarterly,Digital Wallet,Fiber optic,Yes,Yes,No,No,No,No,Yes
7785,Male,47,6,6794.21,420221.06,Semi Annually,Cheque,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
7786,Male,63,52,2275.4,255120.79,Monthly,Bank Transfer,Fiber optic,Yes,No,No,Yes,No,No,Yes
7787,Male,52,1,11061.11,55426.47,Quarterly,Cheque,No,No,No,Yes,No,Yes,Yes,Yes
7788,Male,40,52,8477.22,363374.58,Quarterly,Digital Wallet,No,No,No,No,Yes,No,Yes,No
7789,Female,27,24,10334.49,256061.42,Semi Annually,Cash,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7790,Female,68,34,2652.78,171468.23,Semi Annually,Cheque,DSL,Yes,Yes,No,No,No,Yes,Yes
7791,Male,36,7,998.68,285806.38,Semi Annually,Bank Transfer,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
7792,Female,68,11,4179.07,151889.7,Quarterly,Digital Wallet,Fiber optic,No,No,Yes,Yes,No,Yes,No
7793,Male,45,36,6296.89,246851.53,Monthly,Bank Transfer,DSL,Yes,No,No,No,No,Yes,Yes
7794,Male,40,20,9667.96,101114.16,Monthly,Digital Wallet,DSL,No,No,Yes,Yes,Yes,Yes,No
7795,Male,21,63,4893.17,76606.95,Monthly,Bank Transfer,No,No,Yes,Yes,No,No,Yes,No
7796,Female,37,63,3385.51,728915.35,Quarterly,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
7797,Female,36,69,4596.03,723184.98,Semi Annually,Credit Card,DSL,No,Yes,No,No,No,Yes,Yes
7798,Female,59,30,8502.57,664124.11,Monthly,Bank Transfer,DSL,Yes,No,Yes,No,No,Yes,Yes
7799,Female,44,30,4167.37,191957.17,Monthly,Digital Wallet,DSL,No,Yes,No,No,Yes,Yes,No
7800,Male,74,22,11754.15,583453.58,Monthly,Cash,No,No,Yes,No,No,No,No,No
7801,Female,51,61,2264.75,475872.58,Quarterly,Digital Wallet,No,Yes,No,Yes,Yes,Yes,No,Yes
7802,Female,21,21,9086.53,50474.4,Semi Annually,Cash,Fiber optic,Yes,No,No,No,No,No,No
7803,Female,73,37,7152.13,720672.74,Annually,Cheque,No,Yes,No,Yes,No,No,No,No
7804,Male,55,27,2950.53,798405.85,Semi Annually,Digital Wallet,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
7805,Male,79,35,9092.64,569889.94,Semi Annually,Cheque,No,No,Yes,Yes,No,No,Yes,Yes
7806,Female,24,38,5480.97,192891.17,Semi Annually,Cheque,No,No,No,Yes,No,No,Yes,Yes
7807,Female,65,60,8252.3,447983.58,Monthly,Credit Card,No,Yes,Yes,No,No,Yes,No,Yes
7808,Female,78,70,8014.64,96410.59,Semi Annually,Digital Wallet,DSL,No,Yes,Yes,No,No,Yes,No
7809,Female,24,32,1505.59,246035.58,Monthly,Credit Card,No,Yes,No,Yes,Yes,No,No,No
7810,Male,67,27,10111.8,576632.26,Quarterly,Credit Card,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
7811,Female,69,3,8241.4,247848.64,Annually,Cheque,No,No,Yes,Yes,Yes,Yes,Yes,No
7812,Female,43,49,9410.92,126292.66,Quarterly,Bank Transfer,DSL,Yes,No,No,No,No,Yes,Yes
7813,Female,43,30,5483.64,15902.24,Quarterly,Cheque,DSL,No,No,No,No,Yes,Yes,No
7814,Male,71,22,2501.73,462286.38,Annually,Cheque,Fiber optic,Yes,No,Yes,Yes,Yes,No,No
7815,Male,36,19,4049.32,775249.71,Semi Annually,Cash,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
7816,Female,26,31,10837.34,392465.08,Semi Annually,Bank Transfer,DSL,Yes,Yes,No,Yes,Yes,No,No
7817,Female,78,20,11268.62,177963.43,Monthly,Cheque,No,Yes,No,No,Yes,Yes,No,No
7818,Female,37,19,5886.02,375991.22,Semi Annually,Bank Transfer,Fiber optic,Yes,No,Yes,No,No,No,Yes
7819,Female,59,2,3725.79,485646.14,Annually,Cash,Fiber optic,No,Yes,No,No,No,Yes,No
7820,Female,62,40,8817.67,643080.97,Quarterly,Bank Transfer,No,Yes,No,Yes,No,No,No,Yes
7821,Male,67,39,9238.72,367616.1,Semi Annually,Digital Wallet,No,No,No,No,Yes,No,No,No
7822,Male,33,54,9822.5,146632.13,Monthly,Cash,No,No,Yes,Yes,Yes,Yes,No,Yes
7823,Male,71,27,566.79,158527.86,Quarterly,Bank Transfer,DSL,Yes,Yes,No,Yes,No,No,No
7824,Female,34,12,314.86,720783.55,Quarterly,Credit Card,DSL,No,Yes,No,No,Yes,Yes,Yes
7825,Male,39,71,4414.44,196631.09,Monthly,Bank Transfer,No,No,Yes,No,No,No,Yes,No
7826,Male,30,17,1999.46,585133.92,Quarterly,Cash,Fiber optic,No,No,Yes,Yes,No,No,Yes
7827,Male,29,10,9698.79,222469.54,Monthly,Credit Card,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
7828,Female,27,19,6487.56,579244.03,Monthly,Bank Transfer,DSL,No,Yes,No,No,Yes,No,Yes
7829,Female,18,30,9939.11,71907.35,Annually,Bank Transfer,DSL,No,Yes,Yes,Yes,Yes,No,No
7830,Male,49,30,2287.57,173840.51,Annually,Cash,Fiber optic,No,No,Yes,No,Yes,No,Yes
7831,Female,47,25,7601.23,332874.02,Semi Annually,Credit Card,DSL,Yes,Yes,Yes,No,No,Yes,Yes
7832,Male,25,66,7046.03,417100.1,Annually,Credit Card,DSL,No,No,No,Yes,No,No,Yes
7833,Male,38,35,4216.46,288831.34,Quarterly,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
7834,Male,39,51,6301.56,463077.9,Semi Annually,Digital Wallet,No,Yes,No,Yes,No,Yes,No,Yes
7835,Male,35,71,7150.52,267042.17,Semi Annually,Cash,Fiber optic,No,No,No,Yes,No,No,Yes
7836,Female,19,71,10695.96,545966.77,Monthly,Cash,DSL,No,Yes,Yes,No,Yes,No,Yes
7837,Female,65,27,856.53,413853.56,Annually,Cheque,No,No,Yes,Yes,Yes,Yes,No,No
7838,Female,61,10,9915.81,567036.33,Monthly,Credit Card,No,Yes,Yes,Yes,No,No,No,No
7839,Female,26,43,11765.85,350473.38,Semi Annually,Credit Card,Fiber optic,Yes,Yes,No,No,No,Yes,No
7840,Male,20,55,8834.95,702435.11,Monthly,Cheque,No,No,Yes,No,No,Yes,No,No
7841,Female,71,71,8900.69,311884.89,Quarterly,Bank Transfer,No,No,Yes,Yes,Yes,Yes,Yes,No
7842,Male,43,6,2772.1,253425.6,Quarterly,Bank Transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
7843,Female,38,6,6372.26,450097.16,Semi Annually,Cash,No,Yes,Yes,No,Yes,No,Yes,No
7844,Female,47,48,8530.1,412246.24,Quarterly,Bank Transfer,No,No,No,No,No,Yes,No,Yes
7845,Female,45,2,7306.92,419297.48,Annually,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,No,No,No
7846,Male,53,51,4744.55,638942.77,Semi Annually,Digital Wallet,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No
7847,Male,43,61,11293.4,474991.45,Annually,Digital Wallet,DSL,No,Yes,No,No,Yes,Yes,No
7848,Male,51,19,6265.04,709359.71,Quarterly,Cheque,DSL,No,Yes,Yes,No,No,Yes,Yes
7849,Male,25,2,11644.54,499086.62,Monthly,Digital Wallet,Fiber optic,No,No,No,No,No,No,No
7850,Female,27,51,6853.73,27143.9,Annually,Cheque,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
7851,Male,65,26,9561.92,697610.9,Annually,Cash,Fiber optic,No,Yes,Yes,No,No,No,Yes
7852,Male,72,70,8955.87,673429.75,Quarterly,Cash,DSL,Yes,No,No,No,Yes,Yes,No
7853,Female,60,20,7997.72,48591.4,Annually,Digital Wallet,DSL,No,No,Yes,Yes,Yes,Yes,No
7854,Female,67,23,370.64,108974.72,Annually,Cheque,No,No,No,No,Yes,No,No,No
7855,Male,71,54,1113.66,449521.25,Monthly,Digital Wallet,DSL,No,Yes,No,No,No,No,No
7856,Female,31,15,7061.51,43853.53,Semi Annually,Bank Transfer,No,No,Yes,No,No,Yes,Yes,Yes
7857,Male,57,6,10959.02,334822.7,Quarterly,Cheque,DSL,No,Yes,Yes,Yes,Yes,No,Yes
7858,Female,72,35,7293.47,780534.91,Monthly,Cheque,No,Yes,Yes,Yes,Yes,No,Yes,Yes
7859,Male,32,8,2984.75,146493.16,Monthly,Cheque,DSL,No,No,No,No,No,No,No
7860,Male,34,57,3978.58,172815.7,Semi Annually,Cheque,DSL,Yes,No,Yes,No,Yes,No,No
7861,Male,70,50,7553.29,544315.22,Semi Annually,Bank Transfer,No,No,No,Yes,No,Yes,Yes,Yes
7862,Male,35,49,7245.24,44742.79,Quarterly,Digital Wallet,No,No,No,Yes,Yes,Yes,Yes,No
7863,Male,49,21,11477.29,658342.07,Quarterly,Cash,Fiber optic,No,No,Yes,No,No,Yes,No
7864,Female,55,36,6443.2,167234.61,Quarterly,Credit Card,Fiber optic,No,No,No,Yes,No,No,Yes
7865,Male,40,71,4389.18,429927.79,Monthly,Credit Card,No,No,Yes,No,Yes,No,No,Yes
7866,Male,79,69,6394.91,206522.9,Annually,Cheque,DSL,Yes,Yes,No,Yes,Yes,Yes,No
7867,Male,63,58,9477.56,530516.73,Semi Annually,Cheque,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
7868,Male,40,63,6576.29,473900.71,Quarterly,Cash,Fiber optic,No,Yes,Yes,No,No,Yes,No
7869,Male,52,16,4047.42,757687.39,Quarterly,Credit Card,Fiber optic,Yes,Yes,No,Yes,No,No,No
7870,Female,56,6,4195.73,362024.6,Monthly,Cheque,Fiber optic,Yes,No,Yes,Yes,No,Yes,No
7871,Female,32,52,9130.38,701154.38,Quarterly,Bank Transfer,Fiber optic,No,No,Yes,Yes,No,No,Yes
7872,Male,70,2,984.09,464899.25,Monthly,Credit Card,No,Yes,No,Yes,Yes,No,Yes,Yes
7873,Female,41,18,3442.11,732425.5,Annually,Bank Transfer,Fiber optic,No,Yes,No,No,Yes,Yes,No
7874,Male,45,35,2005.84,240539.43,Monthly,Cash,No,Yes,No,Yes,Yes,Yes,No,No
7875,Female,33,39,11347.17,444311.23,Semi Annually,Cash,No,No,Yes,No,No,Yes,Yes,Yes
7876,Female,33,1,1263.11,318123.42,Monthly,Credit Card,DSL,No,Yes,No,No,No,No,No
7877,Male,57,37,9146.57,62058.88,Annually,Digital Wallet,Fiber optic,No,No,Yes,Yes,No,Yes,Yes
7878,Female,56,21,7639.02,463669.98,Annually,Credit Card,Fiber optic,No,No,Yes,Yes,Yes,No,Yes
7879,Female,23,1,7667.09,637440.44,Semi Annually,Bank Transfer,DSL,No,Yes,Yes,Yes,No,No,Yes
7880,Male,19,4,9208.51,449400.87,Monthly,Digital Wallet,Fiber optic,No,Yes,No,Yes,No,No,Yes
7881,Male,71,58,4925.76,230680.31,Semi Annually,Bank Transfer,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes
7882,Female,30,1,4928.77,218424.94,Annually,Bank Transfer,No,No,Yes,Yes,Yes,No,Yes,No
7883,Female,61,13,3606.73,197892.45,Monthly,Bank Transfer,No,Yes,Yes,Yes,No,No,Yes,Yes
7884,Female,64,46,7253.45,783908.99,Quarterly,Cheque,DSL,No,No,No,No,No,No,Yes
7885,Male,76,47,11171.7,325383.44,Annually,Digital Wallet,No,No,Yes,No,Yes,Yes,No,Yes
7886,Female,26,7,11103.0,260327.11,Annually,Cheque,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
7887,Female,51,51,8494.94,340589.78,Semi Annually,Cheque,Fiber optic,Yes,No,No,No,No,Yes,Yes
7888,Female,34,3,10892.99,101480.36,Annually,Bank Transfer,DSL,Yes,No,No,Yes,Yes,No,Yes
7889,Male,44,50,11569.52,164855.43,Semi Annually,Cash,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
7890,Male,46,26,9582.24,412032.69,Monthly,Credit Card,DSL,No,Yes,Yes,Yes,No,No,No
7891,Male,54,31,5012.43,641089.26,Quarterly,Cash,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
7892,Male,60,62,5902.05,702377.09,Quarterly,Bank Transfer,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7893,Female,39,26,11188.83,694127.97,Semi Annually,Credit Card,Fiber optic,No,Yes,No,Yes,No,Yes,No
7894,Male,68,67,8106.1,756353.19,Quarterly,Credit Card,Fiber optic,No,No,No,No,Yes,No,Yes
7895,Female,41,55,9884.19,109359.5,Quarterly,Bank Transfer,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
7896,Female,24,28,1570.15,42366.52,Annually,Cheque,Fiber optic,Yes,Yes,No,Yes,No,Yes,No
7897,Female,51,44,2488.04,93527.66,Annually,Credit Card,Fiber optic,No,No,Yes,Yes,No,No,Yes
7898,Female,65,38,4260.48,484586.38,Monthly,Credit Card,DSL,No,No,No,Yes,No,Yes,Yes
7899,Male,29,30,2421.24,449334.0,Annually,Credit Card,DSL,No,No,No,Yes,Yes,No,No
7900,Male,40,66,10896.29,540255.95,Annually,Credit Card,No,Yes,Yes,No,Yes,No,Yes,No
7901,Male,32,8,2759.31,303161.61,Annually,Digital Wallet,DSL,No,Yes,No,Yes,No,Yes,No
7902,Male,50,14,6774.77,319355.16,Annually,Cheque,Fiber optic,Yes,Yes,Yes,No,No,No,Yes
7903,Male,74,62,1208.36,441004.32,Quarterly,Digital Wallet,DSL,Yes,No,Yes,Yes,Yes,No,Yes
7904,Female,30,63,2028.55,72454.33,Quarterly,Digital Wallet,Fiber optic,No,No,Yes,Yes,Yes,No,Yes
7905,Male,40,66,3119.5,641899.01,Quarterly,Bank Transfer,Fiber optic,No,Yes,Yes,No,No,Yes,No
7906,Male,55,40,11798.14,739055.88,Annually,Cheque,No,No,Yes,No,Yes,Yes,No,No
7907,Male,49,13,9605.35,316002.71,Quarterly,Cash,DSL,Yes,No,Yes,No,Yes,No,No
7908,Male,62,17,8147.95,594262.22,Monthly,Cheque,DSL,No,Yes,No,No,No,Yes,No
7909,Female,67,15,11011.89,443579.43,Monthly,Cash,Fiber optic,Yes,No,No,Yes,No,Yes,Yes
7910,Female,52,33,11483.26,196446.79,Annually,Credit Card,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes
7911,Female,18,16,5552.16,63560.25,Quarterly,Cash,DSL,No,No,No,No,No,Yes,No
7912,Female,64,13,4066.74,204260.14,Monthly,Cash,DSL,No,No,Yes,Yes,Yes,No,Yes
7913,Female,75,23,3920.72,487875.86,Semi Annually,Cash,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes
7914,Male,62,36,621.6,41781.52,Annually,Credit Card,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes
7915,Female,22,43,3499.73,670590.68,Monthly,Credit Card,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
7916,Female,74,50,4389.54,776541.89,Monthly,Digital Wallet,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
7917,Female,30,13,635.41,75966.51,Monthly,Cash,DSL,No,No,Yes,Yes,Yes,No,Yes
7918,Male,71,30,10614.74,204891.37,Semi Annually,Cheque,No,No,Yes,No,No,Yes,Yes,No
7919,Male,22,57,10204.71,543750.56,Semi Annually,Bank Transfer,Fiber optic,No,Yes,No,Yes,No,No,Yes
7920,Female,77,30,3167.71,646803.46,Semi Annually,Digital Wallet,DSL,No,No,No,No,Yes,No,No
7921,Male,49,71,9670.2,283335.33,Monthly,Cash,No,No,Yes,No,No,No,No,No
7922,Male,68,10,9595.3,417038.36,Semi Annually,Digital Wallet,Fiber optic,No,Yes,No,Yes,Yes,No,No
7923,Female,38,66,4153.15,714489.93,Annually,Cash,No,No,No,No,Yes,No,No,No
7924,Male,41,39,8425.4,313674.69,Semi Annually,Cash,DSL,Yes,Yes,Yes,No,No,Yes,No
7925,Male,77,37,3620.32,74415.24,Annually,Digital Wallet,No,No,Yes,Yes,Yes,No,Yes,Yes
7926,Male,35,3,1029.26,795966.36,Monthly,Cash,No,Yes,No,No,No,No,Yes,No
7927,Female,38,34,6156.61,152421.36,Quarterly,Cash,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
7928,Female,71,38,5372.26,48537.64,Annually,Bank Transfer,Fiber optic,Yes,No,Yes,Yes,No,No,Yes
7929,Female,27,14,1830.2,334416.34,Annually,Cheque,DSL,No,Yes,Yes,Yes,No,Yes,No
7930,Male,41,64,5988.53,105956.18,Annually,Credit Card,Fiber optic,No,No,No,Yes,No,Yes,No
7931,Female,57,39,11402.63,783199.37,Monthly,Bank Transfer,No,Yes,No,No,No,Yes,No,Yes
7932,Male,64,54,8830.44,310827.15,Annually,Credit Card,No,No,No,Yes,No,Yes,No,Yes
7933,Male,38,2,8918.69,662390.79,Monthly,Credit Card,DSL,Yes,Yes,No,No,No,Yes,No
7934,Male,42,43,9139.1,149518.26,Annually,Cheque,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
7935,Female,69,53,8986.68,119663.66,Monthly,Bank Transfer,Fiber optic,Yes,Yes,No,No,No,Yes,No
7936,Female,77,3,434.84,522941.57,Quarterly,Cash,DSL,No,Yes,No,No,Yes,No,No
7937,Female,74,41,11111.35,728355.01,Monthly,Cheque,Fiber optic,Yes,No,Yes,No,No,Yes,No
7938,Female,76,8,9995.63,100483.8,Monthly,Cash,No,Yes,No,Yes,No,Yes,Yes,No
7939,Male,40,63,3440.04,475510.63,Quarterly,Cash,DSL,Yes,No,Yes,Yes,Yes,No,Yes
7940,Female,39,65,6722.37,77102.2,Monthly,Cash,Fiber optic,No,Yes,No,No,No,Yes,Yes
7941,Male,21,4,7457.07,651608.73,Monthly,Cash,No,Yes,No,No,No,No,Yes,No
7942,Female,51,68,1756.95,728351.67,Annually,Bank Transfer,DSL,Yes,Yes,Yes,Yes,Yes,No,No
7943,Female,73,10,3196.77,506747.5,Monthly,Credit Card,No,No,No,Yes,No,No,Yes,Yes
7944,Female,23,50,474.36,553791.05,Annually,Credit Card,No,No,Yes,Yes,Yes,Yes,Yes,No
7945,Male,45,23,10394.63,53794.81,Quarterly,Bank Transfer,Fiber optic,No,Yes,Yes,No,Yes,No,Yes
7946,Male,48,61,493.88,67651.98,Monthly,Credit Card,No,Yes,No,Yes,No,Yes,Yes,Yes
7947,Male,52,47,3960.61,151939.74,Quarterly,Cheque,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes
7948,Male,56,3,1123.31,226324.49,Quarterly,Cash,No,No,Yes,Yes,No,No,Yes,Yes
7949,Male,59,17,9420.59,610286.33,Semi Annually,Cash,Fiber optic,No,Yes,No,Yes,No,No,No
7950,Female,40,22,11114.8,353989.11,Monthly,Cash,Fiber optic,No,No,No,Yes,Yes,Yes,No
7951,Male,23,16,6841.22,71817.25,Monthly,Digital Wallet,DSL,Yes,No,No,Yes,Yes,No,Yes
7952,Male,33,3,1846.89,683589.6,Annually,Cheque,Fiber optic,No,Yes,No,Yes,No,No,No
7953,Male,19,52,6786.3,795123.1,Annually,Digital Wallet,No,Yes,No,No,No,Yes,Yes,Yes
7954,Male,41,33,9290.03,369470.77,Semi Annually,Bank Transfer,DSL,No,Yes,No,No,No,No,No
7955,Female,34,42,8677.31,414293.56,Semi Annually,Digital Wallet,DSL,Yes,Yes,No,No,Yes,No,No
7956,Male,62,2,8952.28,72022.46,Monthly,Credit Card,No,No,No,No,No,Yes,Yes,No
7957,Female,18,39,3494.25,312583.77,Monthly,Credit Card,No,Yes,No,No,No,Yes,No,No
7958,Female,23,46,1070.1,303725.44,Semi Annually,Cheque,DSL,Yes,No,No,Yes,Yes,No,Yes
7959,Female,22,48,1957.77,772975.3,Monthly,Digital Wallet,DSL,Yes,No,No,Yes,Yes,No,No
